// For each schedule (Northwood, North Holland etc) we have a set of numbers that controls the ped densities.
      50     100        85      20         30           1           1           3          4                   1           peds  ARMY 200  cars  VEH_BIKES 100
      50     100        85      20         30           1           1           3          4                   1           peds  ARMY 200  cars  VEH_BIKES 100
// #Peds is the maximum number of ambient peds you can ever have.
// #Scenario is the maximum number of scenario peds you can ever have.
// #Cars is the maximum number of cars you can ever have.
// #prkdcrs is the maximum number of parked cars you can ever have.
// #lowprkdcrs is the maximum number of low priority parked cars you can ever have.
// #PercCopCars is percentage of cars that are cop cars.
// #PercCopPed is percentage of peds that are cops.
// #MaxScenPeds is the max number of ped models that may be streamed in for scenarios.



////////////////////////////////////////////////////////////////////
POP_SCHEDULE:
ALTA
// Weekday
//
//  #Peds  #Scenario #Cars  #prkdcrs #lowprkdcrs    PercCopCars PercCopPed  MaxScenPeds MaxScenVehs MaxPreAssignedParked
      50     100        85      20         30           1           1           3          4                   1           peds  ARMY 200  cars  VEH_BIKES 100
      50     100        85      20         30           1           1           3          4                   1           peds  ARMY 200  cars  VEH_BIKES 100
      50     100        85      20         30           1           1           3          4                   1           peds  ARMY 200  cars  VEH_BIKES 100
      50     100        85      20         30           1           1           3          4                   1           peds  ARMY 200  cars  VEH_BIKES 100
      50     100        85      20         30           1           1           3          4                   1           peds  ARMY 200  cars  VEH_BIKES 100
      50     100        85      20         30           1           1           3          4                   1           peds  ARMY 200  cars  VEH_BIKES 100
      50     100        85      20         30           1           1           3          4                   1           peds  ARMY 200  cars  VEH_BIKES 100
      50     100        85      20         30           1           1           3          4                   1           peds  ARMY 200  cars  VEH_BIKES 100
      50     100        85      20         30           1           1           3          4                   1           peds  ARMY 200  cars  VEH_BIKES 100
      50     100        85      20         30           1           1           3          4                   1           peds  ARMY 200  cars  VEH_BIKES 100
      50     100        85      20         30           1           1           3          4                   1           peds  ARMY 200  cars  VEH_BIKES 100
      50     100        85      20         30           1           1           3          4                   1           peds  ARMY 200  cars  VEH_BIKES 100
END_POP_SCHEDULE

////////////////////////////////////////////////////////////////////
POP_SCHEDULE:
ARMY
// Weekday
//
//  #Peds  #Scenario #Cars  #prkdcrs #lowprkdcrs    PercCopCars PercCopPed  MaxScenPeds MaxScenVehs MaxPreAssignedParked
      50     100        85      20         30           1           1           3          4                   1           peds  ARMY 200  cars  VEH_BIKES 100
      50     100        85      20         30           1           1           3          4                   1           peds  ARMY 200  cars  VEH_BIKES 100
      50     100        85      20         30           1           1           3          4                   1           peds  ARMY 200  cars  VEH_BIKES 100
      50     100        85      20         30           1           1           3          4                   1           peds  ARMY 200  cars  VEH_BIKES 100
      50     100        85      20         30           1           1           3          4                   1           peds  ARMY 200  cars  VEH_BIKES 100
      50     100        85      20         30           1           1           3          4                   1           peds  ARMY 200  cars  VEH_BIKES 100
      50     100        85      20         30           1           1           3          4                   1           peds  ARMY 200  cars  VEH_BIKES 100
      50     100        85      20         30           1           1           3          4                   1           peds  ARMY 200  cars  VEH_BIKES 100
      50     100        85      20         30           1           1           3          4                   1           peds  ARMY 200  cars  VEH_BIKES 100
      50     100        85      20         30           1           1           3          4                   1           peds  ARMY 200  cars  VEH_BIKES 100
      50     100        85      20         30           1           1           3          4                   1           peds  ARMY 200  cars  VEH_BIKES 100
      50     100        85      20         30           1           1           3          4                   1           peds  ARMY 200  cars  VEH_BIKES 100
END_POP_SCHEDULE

////////////////////////////////////////////////////////////////////
POP_SCHEDULE:
BACKLOT_CITY
// Weekday
//
